"LOCATION"	"STRAND"	"LENGTH"	"PID"	"GENE"	"SYNNYM"	"CODE"	"COG"	"PRODUCT"	"CHRM"	"ORG"
"542304..542822"	"+"	172	398365263	"-"	"YNL046W"	"-"	"-"	"hypothetical protein"	14	2
"542963..544978"	"+"	671	6324283	"LAP2"	"YNL045W"	"-"	"-"	"Lap2p"	14	2
"545268..545877"	"+"	176	6681850	"YIP3"	"YNL044W"	"-"	"-"	"Yip3p"	14	2
"547113..547370"	"+"	85	398365283	"-"	"YNL042W-B"	"-"	"-"	"hypothetical protein"	14	2
"548100..549290"	"+"	396	6324286	"BOP3"	"YNL042W"	"-"	"-"	"Bop3p"	14	2
"549468..551987"	"-"	839	6324287	"COG6"	"YNL041C"	"-"	"-"	"Cog6p"	14	2
"553380..554750"	"+"	456	398365301	"-"	"YNL040W"	"-"	"-"	"putative alanine--tRNA ligase"	14	2
"555048..556832"	"+"	594	398365309	"BDP1"	"YNL039W"	"-"	"-"	"Bdp1p"	14	2
"557020..557783"	"+"	229	37362689	"GPI15"	"YNL038W"	"-"	"-"	"Gpi15p"	14	2
"557920..559002"	"-"	360	6324291	"IDH1"	"YNL037C"	"-"	"-"	"isocitrate dehydrogenase (NAD(+)) IDH1"	14	2
"559814..560479"	"+"	221	398365327	"NCE103"	"YNL036W"	"-"	"-"	"carbonate dehydratase NCE103"	14	2
"568522..569691"	"-"	389	6324293	"-"	"YNL035C"	"-"	"-"	"hypothetical protein"	14	2
"570477..572315"	"+"	612	6324294	"-"	"YNL034W"	"-"	"-"	"hypothetical protein"	14	2
"572999..573853"	"+"	284	398365335	"-"	"YNL033W"	"-"	"-"	"hypothetical protein"	14	2
"574506..575351"	"+"	281	398365341	"SIW14"	"YNL032W"	"-"	"-"	"Siw14p"	14	2
"575640..576050"	"-"	136	6324297	"HHT2"	"YNL031C"	"-"	"-"	"Hht2p"	14	2
"576727..577038"	"+"	103	6324298	"HHF2"	"YNL030W"	"-"	"-"	"Hhf2p"	14	2
"577205..578773"	"-"	522	398365365	"KTR5"	"YNL029C"	"-"	"-"	"Ktr5p"	14	2
"579580..581616"	"+"	678	6324301	"CRZ1"	"YNL027W"	"-"	"-"	"Crz1p"	14	2
"581920..583374"	"+"	484	6324302	"SAM50"	"YNL026W"	"-"	"-"	"Sam50p"	14	2
"584320..585291"	"-"	323	398365379	"SSN8"	"YNL025C"	"-"	"-"	"Ssn8p"	14	2
"586602..586820"	"-"	72	398365385	"KSH1"	"YNL024C-A"	"-"	"-"	"Ksh1p"	14	2
"587107..587847"	"-"	246	6324304	"-"	"YNL024C"	"-"	"-"	"hypothetical protein"	14	2
"588263..591160"	"-"	965	6324305	"FAP1"	"YNL023C"	"-"	"-"	"Fap1p"	14	2
"591427..592899"	"-"	490	398365407	"RCM1"	"YNL022C"	"-"	"-"	"Rcm1p"	14	2
"593227..595347"	"+"	706	6324307	"HDA1"	"YNL021W"	"-"	"-"	"Hda1p"	14	2
"595623..597539"	"-"	638	6324308	"ARK1"	"YNL020C"	"-"	"-"	"Ark1p"	14	2
"598376..599230"	"-"	284	398365427	"-"	"YNL019C"	"-"	"-"	"hypothetical protein"	14	2
"599936..601774"	"-"	612	398365433	"-"	"YNL018C"	"-"	"-"	"hypothetical protein"	14	2
"602907..604268"	"+"	453	6324312	"PUB1"	"YNL016W"	"-"	"-"	"Pub1p"	14	2
"605384..605611"	"+"	75	6324313	"PBI2"	"YNL015W"	"-"	"-"	"Pbi2p"	14	2
"606319..609453"	"+"	1044	398365455	"HEF3"	"YNL014W"	"-"	"-"	"translation elongation factor EF-3"	14	2
"609686..611665"	"+"	631	9755342	"SPO1"	"YNL012W"	"-"	"-"	"Spo1p"	14	2
"611836..613170"	"-"	444	6324317	"-"	"YNL011C"	"-"	"-"	"hypothetical protein"	14	2
"613635..614360"	"+"	241	398365467	"-"	"YNL010W"	"-"	"-"	"hypothetical protein"	14	2
"614821..616083"	"+"	420	398365479	"IDP3"	"YNL009W"	"-"	"-"	"isocitrate dehydrogenase (NADP(+)) IDP3"	14	2
"616211..618241"	"-"	676	330443713	"ASI3"	"YNL008C"	"-"	"-"	"putative ubiquitin-protein ligase ASI3"	14	2
"618507..619565"	"-"	352	6324321	"SIS1"	"YNL007C"	"-"	"-"	"Sis1p"	14	2
"620067..620978"	"+"	303	398365489	"LST8"	"YNL006W"	"-"	"-"	"Lst8p"	14	2
"621313..622428"	"-"	371	6324323	"MRP7"	"YNL005C"	"-"	"-"	"mitochondrial 54S ribosomal protein YmL2"	14	2
"622915..624621"	"+"	454	154199622	"HRB1"	"YNL004W"	"-"	"-"	"Hrb1p"	14	2
"624975..625829"	"-"	284	398365519	"PET8"	"YNL003C"	"-"	"-"	"Pet8p"	14	2
"626174..627142"	"-"	322	398365527	"RLP7"	"YNL002C"	"-"	"-"	"Rlp7p"	14	2
"627456..628616"	"+"	386	6324327	"DOM34"	"YNL001W"	"-"	"-"	"Dom34p"	14	2
"629622..631061"	"-"	479	6324328	"CIT1"	"YNR001C"	"-"	"-"	"citrate (Si)-synthase CIT1"	14	2
"633008..633856"	"-"	282	398365549	"ATO2"	"YNR002C"	"-"	"-"	"Ato2p"	14	2
"634344..635297"	"-"	317	6324330	"RPC34"	"YNR003C"	"-"	"-"	"Rpc34p"	14	2
"635943..636383"	"+"	146	6324331	"SWM2"	"YNR004W"	"-"	"-"	"Swm2p"	14	2
"636986..638854"	"+"	622	398365557	"VPS27"	"YNR006W"	"-"	"-"	"Vps27p"	14	2
"639182..640114"	"-"	310	398365567	"ATG3"	"YNR007C"	"-"	"-"	"Atg3p"	14	2
"640396..642381"	"+"	661	6324335	"LRO1"	"YNR008W"	"-"	"-"	"phospholipid:diacylglycerol acyltransferase"	14	2
"387227..389767"	"+"	846	6324203	"SPC98"	"YNL126W"	"-"	"-"	"Spc98p"	14	2
"390146..392167"	"-"	673	6324204	"ESBP6"	"YNL125C"	"-"	"-"	"Esbp6p"	14	2
"392892..394370"	"+"	492	398364753	"NAF1"	"YNL124W"	"-"	"-"	"Naf1p"	14	2
"394685..397678"	"+"	997	6324206	"NMA111"	"YNL123W"	"-"	"-"	"Nma111p"	14	2
"398023..398370"	"-"	115	6324207	"-"	"YNL122C"	"-"	"-"	"hypothetical protein"	14	2
"398684..400537"	"-"	617	398364773	"TOM70"	"YNL121C"	"-"	"-"	"Tom70p"	14	2
"401040..402521"	"+"	493	398364777	"NCS2"	"YNL119W"	"-"	"-"	"Ncs2p"	14	2
"402652..405564"	"-"	970	6324211	"DCP2"	"YNL118C"	"-"	"-"	"Dcp2p"	14	2
"406358..408022"	"+"	554	6324212	"MLS1"	"YNL117W"	"-"	"-"	"malate synthase MLS1"	14	2
"408341..409909"	"+"	522	398364793	"DMA2"	"YNL116W"	"-"	"-"	"ubiquitin-conjugating protein DMA2"	14	2
"410119..412053"	"-"	644	6324214	"-"	"YNL115C"	"-"	"-"	"hypothetical protein"	14	2
"412771..413199"	"+"	142	6324215	"RPC19"	"YNL113W"	"-"	"-"	"Rpc19p"	14	2
"413639..416281"	"+"	546	398364809	"DBP2"	"YNL112W"	"-"	"-"	"Dbp2p"	14	2
"416940..417302"	"-"	120	398364811	"CYB5"	"YNL111C"	"-"	"-"	"Cyb5p"	14	2
"417826..418488"	"-"	220	6324219	"NOP15"	"YNL110C"	"-"	"-"	"Nop15p"	14	2
"419014..419826"	"-"	270	6324221	"-"	"YNL108C"	"-"	"-"	"hypothetical protein"	14	2
"420098..420778"	"+"	226	398364823	"YAF9"	"YNL107W"	"-"	"-"	"Yaf9p"	14	2
"420944..424495"	"-"	1183	6324224	"INP52"	"YNL106C"	"-"	"-"	"phosphatidylinositol-3-/phosphoinositide 5-phosphatase INP52"	14	2
"424895..426754"	"-"	619	6324225	"LEU4"	"YNL104C"	"-"	"-"	"2-isopropylmalate synthase LEU4"	14	2
"427735..429753"	"+"	672	398364833	"MET4"	"YNL103W"	"-"	"-"	"Met4p"	14	2
"430087..434493"	"+"	1468	398364843	"POL1"	"YNL102W"	"-"	"-"	"Pol1p"	14	2
"434999..437140"	"+"	713	6324228	"AVT4"	"YNL101W"	"-"	"-"	"Avt4p"	14	2
"437613..438317"	"+"	234	6324229	"AIM37"	"YNL100W"	"-"	"-"	"Aim37p"	14	2
"438567..439283"	"-"	238	398364853	"OCA1"	"YNL099C"	"-"	"-"	"Oca1p"	14	2
"439602..440570"	"-"	322	6324231	"RAS2"	"YNL098C"	"-"	"-"	"Ras2p"	14	2
"440797..440919"	"-"	40	33438867	"-"	"YNL097C-B"	"-"	"-"	"hypothetical protein"	14	2
"441366..442358"	"-"	330	398364871	"PHO23"	"YNL097C"	"-"	"-"	"Pho23p"	14	2
"443398..444315"	"-"	190	398364883	"RPS7B"	"YNL096C"	"-"	"-"	"ribosomal 40S subunit protein S7B"	14	2
"444912..446840"	"-"	642	6324234	"-"	"YNL095C"	"-"	"-"	"hypothetical protein"	14	2
"447611..449374"	"+"	587	6324235	"APP1"	"YNL094W"	"-"	"-"	"phosphatidate phosphatase APP1"	14	2
"449868..450530"	"+"	220	398364899	"YPT53"	"YNL093W"	"-"	"-"	"Ypt53p"	14	2
"450871..452073"	"+"	400	6324237	"-"	"YNL092W"	"-"	"-"	"hypothetical protein"	14	2
"452408..456130"	"+"	1240	6324238	"NST1"	"YNL091W"	"-"	"-"	"Nst1p"	14	2
"456565..457143"	"+"	192	398364927	"RHO2"	"YNL090W"	"-"	"-"	"Rho2p"	14	2
"457704..461990"	"+"	1428	398364937	"TOP2"	"YNL088W"	"-"	"-"	"DNA topoisomerase 2"	14	2
"462411..465947"	"+"	1178	6324242	"TCB2"	"YNL087W"	"-"	"-"	"Tcb2p"	14	2
"466334..466642"	"+"	102	6324243	"SNN1"	"YNL086W"	"-"	"-"	"Snn1p"	14	2
"467131..469623"	"+"	830	398364957	"MKT1"	"YNL085W"	"-"	"-"	"Mkt1p"	14	2
"470053..471102"	"-"	349	6324245	"END3"	"YNL084C"	"-"	"-"	"End3p"	14	2
"471377..472861"	"+"	494	296147683	"SAL1"	"YNL083W"	"-"	"-"	"Sal1p"	14	2
"473391..476012"	"+"	873	398364981	"PMS1"	"YNL082W"	"-"	"-"	"Pms1p"	14	2
"476188..476619"	"-"	143	398364985	"SWS2"	"YNL081C"	"-"	"-"	"putative mitochondrial 37S ribosomal protein SWS2"	14	2
"476932..478032"	"-"	366	6324249	"EOS1"	"YNL080C"	"-"	"-"	"Eos1p"	14	2
"478566..479165"	"-"	199	6324250	"TPM1"	"YNL079C"	"-"	"-"	"Tpm1p"	14	2
"479768..480991"	"+"	407	398365011	"NIS1"	"YNL078W"	"-"	"-"	"Nis1p"	14	2
"481391..482977"	"+"	528	6324252	"APJ1"	"YNL077W"	"-"	"-"	"Apj1p"	14	2
"483556..485310"	"+"	584	6324253	"MKS1"	"YNL076W"	"-"	"-"	"Mks1p"	14	2
"485607..486479"	"+"	290	398365039	"IMP4"	"YNL075W"	"-"	"-"	"Imp4p"	14	2
"486766..488124"	"-"	452	398365051	"MLF3"	"YNL074C"	"-"	"-"	"Mlf3p"	14	2
"488386..490116"	"+"	576	6324256	"MSK1"	"YNL073W"	"-"	"-"	"lysine--tRNA ligase MSK1"	14	2
"490317..491240"	"+"	307	6324257	"RNH201"	"YNL072W"	"-"	"-"	"Rnh201p"	14	2
"491523..492971"	"+"	482	398365063	"LAT1"	"YNL071W"	"-"	"-"	"dihydrolipoyllysine-residue acetyltransferase"	14	2
"493366..493548"	"+"	60	6324259	"TOM7"	"YNL070W"	"-"	"-"	"Tom7p"	14	2
"493956..495001"	"-"	198	6324260	"RPL16B"	"YNL069C"	"-"	"-"	"ribosomal 60S subunit protein L16B"	14	2
"495701..498289"	"-"	862	398365089	"FKH2"	"YNL068C"	"-"	"-"	"Fkh2p"	14	2
"499417..499557"	"+"	46	398365099	"-"	"YNL067W-B"	"-"	"-"	"hypothetical protein"	14	2
"499681..500256"	"+"	191	6324262	"RPL9B"	"YNL067W"	"-"	"-"	"ribosomal 60S subunit protein L9B"	14	2
"501515..502777"	"+"	420	6324263	"SUN4"	"YNL066W"	"-"	"-"	"Sun4p"	14	2
"503724..505484"	"+"	586	398365123	"AQR1"	"YNL065W"	"-"	"-"	"Aqr1p"	14	2
"505868..507097"	"-"	409	6324265	"YDJ1"	"YNL064C"	"-"	"-"	"Ydj1p"	14	2
"507758..508702"	"+"	314	6324266	"MTQ1"	"YNL063W"	"-"	"-"	"Mtq1p"	14	2
"508776..510212"	"-"	478	398365151	"GCD10"	"YNL062C"	"-"	"-"	"Gcd10p"	14	2
"510540..512396"	"+"	618	398365157	"NOP2"	"YNL061W"	"-"	"-"	"Nop2p"	14	2
"512668..514935"	"-"	755	6324269	"ARP5"	"YNL059C"	"-"	"-"	"Arp5p"	14	2
"280432..281505"	"+"	357	6324138	"DUG3"	"YNL191W"	"-"	"-"	"glutamine amidotransferase subunit DUG3"	14	2
"282395..283009"	"+"	204	6324139	"-"	"YNL190W"	"-"	"-"	"hypothetical protein"	14	2
"284260..285888"	"+"	542	6324140	"SRP1"	"YNL189W"	"-"	"-"	"Srp1p"	14	2
"286308..287609"	"+"	433	6324141	"KAR1"	"YNL188W"	"-"	"-"	"Kar1p"	14	2
"287994..289067"	"+"	357	6324142	"SWT21"	"YNL187W"	"-"	"-"	"Swt21p"	14	2
"289498..291876"	"+"	792	330443700	"UBP10"	"YNL186W"	"-"	"-"	"Ubp10p"	14	2
"292193..292669"	"-"	158	6324144	"MRPL19"	"YNL185C"	"-"	"-"	"mitochondrial 54S ribosomal protein YmL19"	14	2
"292557..292883"	"-"	108	398364485	"-"	"YNL184C"	"-"	"-"	"hypothetical protein"	14	2
"293137..295509"	"-"	790	6324146	"NPR1"	"YNL183C"	"-"	"-"	"Npr1p"	14	2
"295960..297627"	"-"	555	6324147	"IPI3"	"YNL182C"	"-"	"-"	"Ipi3p"	14	2
"298335..299558"	"+"	407	330443702	"-"	"YNL181W"	"-"	"-"	"hypothetical protein"	14	2
"299654..300649"	"-"	331	6324149	"RHO5"	"YNL180C"	"-"	"-"	"Rho5p"	14	2
"302680..303402"	"+"	240	398364505	"RPS3"	"YNL178W"	"-"	"-"	"ribosomal 40S subunit protein S3"	14	2
"303686..304615"	"-"	309	330443704	"MRPL22"	"YNL177C"	"-"	"-"	"mitochondrial 54S ribosomal protein YmL22"	14	2
"305070..306980"	"-"	636	330443706	"TDA7"	"YNL176C"	"-"	"-"	"Tda7p"	14	2
"307401..308612"	"-"	403	330443708	"NOP13"	"YNL175C"	"-"	"-"	"Nop13p"	14	2
"308957..310057"	"-"	366	6324156	"MDG1"	"YNL173C"	"-"	"-"	"Mdg1p"	14	2
"310636..315882"	"+"	1748	398364519	"APC1"	"YNL172W"	"-"	"-"	"anaphase promoting complex subunit 1"	14	2
"316169..317671"	"-"	500	6324160	"PSD1"	"YNL169C"	"-"	"-"	"phosphatidylserine decarboxylase 1"	14	2
"318030..318809"	"-"	259	6324161	"FMP41"	"YNL168C"	"-"	"-"	"Fmp41p"	14	2
"319416..321359"	"-"	647	6324162	"SKO1"	"YNL167C"	"-"	"-"	"Sko1p"	14	2
"322219..323565"	"-"	448	6324163	"BNI5"	"YNL166C"	"-"	"-"	"Bni5p"	14	2
"323832..325052"	"+"	406	398364535	"-"	"YNL165W"	"-"	"-"	"hypothetical protein"	14	2
"325265..326320"	"-"	351	6324165	"IBD2"	"YNL164C"	"-"	"-"	"Ibd2p"	14	2
"326741..330073"	"-"	1110	6324166	"RIA1"	"YNL163C"	"-"	"-"	"Ria1p"	14	2
"330329..330547"	"+"	72	13129184	"-"	"YNL162W-A"	"-"	"-"	"hypothetical protein"	14	2
"331322..332154"	"+"	106	6681849	"RPL42A"	"YNL162W"	"-"	"-"	"ribosomal 60S subunit protein L42A"	14	2
"332597..334867"	"+"	756	398364551	"CBK1"	"YNL161W"	"-"	"-"	"Cbk1p"	14	2
"336545..337609"	"+"	354	6324169	"YGP1"	"YNL160W"	"-"	"-"	"Ygp1p"	14	2
"338478..339347"	"-"	289	6324170	"ASI2"	"YNL159C"	"-"	"-"	"Asi2p"	14	2
"339612..340208"	"+"	198	6324171	"PGA1"	"YNL158W"	"-"	"-"	"Pga1p"	14	2
"340352..340858"	"+"	168	6324172	"IGO1"	"YNL157W"	"-"	"-"	"Igo1p"	14	2
"341069..341968"	"-"	299	398364569	"NSG2"	"YNL156C"	"-"	"-"	"Nsg2p"	14	2
"342516..343340"	"+"	274	6324174	"-"	"YNL155W"	"-"	"-"	"hypothetical protein"	14	2
"343636..345276"	"-"	546	6324175	"YCK2"	"YNL154C"	"-"	"-"	"Yck2p"	14	2
"345669..346058"	"-"	129	6324176	"GIM3"	"YNL153C"	"-"	"-"	"Gim3p"	14	2
"346313..347542"	"+"	409	6324177	"INN1"	"YNL152W"	"-"	"-"	"Inn1p"	14	2
"347766..348521"	"-"	251	398364597	"RPC31"	"YNL151C"	"-"	"-"	"Rpc31p"	14	2
"349367..349756"	"-"	129	6324180	"PGA2"	"YNL149C"	"-"	"-"	"Pga2p"	14	2
"349907..350671"	"-"	254	6324181	"ALF1"	"YNL148C"	"-"	"-"	"Alf1p"	14	2
"350940..351383"	"+"	115	158267618	"LSM7"	"YNL147W"	"-"	"-"	"Lsm7p"	14	2
"351386..351580"	"-"	64	33438864	"-"	"YNL146C-A"	"-"	"-"	"hypothetical protein"	14	2
"351715..352017"	"+"	100	398364629	"-"	"YNL146W"	"-"	"-"	"hypothetical protein"	14	2
"352414..352530"	"+"	38	6324184	"MFA2"	"YNL145W"	"-"	"-"	"Mfa2p"	14	2
"352820..355042"	"-"	740	6324185	"-"	"YNL144C"	"-"	"-"	"hypothetical protein"	14	2
"356794..357186"	"-"	130	398364643	"-"	"YNL143C"	"-"	"-"	"hypothetical protein"	14	2
"357453..358952"	"+"	499	6324187	"MEP2"	"YNL142W"	"-"	"-"	"Mep2p"	14	2
"359596..360639"	"+"	347	6324188	"AAH1"	"YNL141W"	"-"	"-"	"adenine deaminase"	14	2
"360917..361486"	"-"	189	398364663	"-"	"YNL140C"	"-"	"-"	"hypothetical protein"	14	2
"360924..365717"	"-"	1597	398364667	"THO2"	"YNL139C"	"-"	"-"	"Tho2p"	14	2
"366033..366412"	"+"	85	33438865	"YSF3"	"YNL138W-A"	"-"	"-"	"Ysf3p"	14	2
"366741..368321"	"+"	526	6324191	"SRV2"	"YNL138W"	"-"	"-"	"Srv2p"	14	2
"368595..370055"	"-"	486	398364685	"NAM9"	"YNL137C"	"-"	"-"	"mitochondrial 37S ribosomal protein NAM9"	14	2
"370368..371645"	"+"	425	6324193	"EAF7"	"YNL136W"	"-"	"-"	"Eaf7p"	14	2
"371882..372226"	"-"	114	6324194	"FPR1"	"YNL135C"	"-"	"-"	"peptidylprolyl isomerase FPR1"	14	2
"372451..373581"	"-"	376	398364703	"-"	"YNL134C"	"-"	"-"	"hypothetical protein"	14	2
"374171..374692"	"-"	173	398364709	"FYV6"	"YNL133C"	"-"	"-"	"Fyv6p"	14	2
"375321..378491"	"+"	1056	6324197	"KRE33"	"YNL132W"	"-"	"-"	"Kre33p"	14	2
"378767..379225"	"+"	152	6324198	"TOM22"	"YNL131W"	"-"	"-"	"Tom22p"	14	2
"379558..380831"	"-"	393	398364723	"CPT1"	"YNL130C"	"-"	"-"	"diacylglycerol cholinephosphotransferase"	14	2
"381245..381391"	"-"	48	33438866	"DGR1"	"YNL130C-A"	"-"	"-"	"Dgr1p"	14	2
"381480..382202"	"+"	240	6324200	"NRK1"	"YNL129W"	"-"	"-"	"ribosylnicotinamide kinase"	14	2
"382359..383663"	"+"	434	398364735	"TEP1"	"YNL128W"	"-"	"-"	"Tep1p"	14	2
"383987..386848"	"+"	953	398364737	"FAR11"	"YNL127W"	"-"	"-"	"Far11p"	14	2
"155100..156539"	"+"	479	6324068	"ORC5"	"YNL261W"	"-"	"-"	"origin recognition complex subunit 5"	14	2
"156859..157455"	"-"	198	6324069	"LTO1"	"YNL260C"	"-"	"-"	"Lto1p"	14	2
"157644..157865"	"-"	73	6324070	"ATX1"	"YNL259C"	"-"	"-"	"Atx1p"	14	2
"158109..160373"	"-"	754	6324071	"DSL1"	"YNL258C"	"-"	"-"	"Dsl1p"	14	2
"160631..164320"	"-"	1229	6324072	"SIP3"	"YNL257C"	"-"	"-"	"Sip3p"	14	2
"164623..167097"	"+"	824	37362687	"FOL1"	"YNL256W"	"-"	"-"	"trifunctional dihydropteroate synthetase/dihydrohydroxymethylpterin pyrophosphokinase/dihydroneopterin aldolase FOL1"	14	2
"167329..167790"	"-"	153	6324074	"GIS2"	"YNL255C"	"-"	"-"	"Gis2p"	14	2
"168043..169248"	"-"	401	6324075	"RTC4"	"YNL254C"	"-"	"-"	"Rtc4p"	14	2
"170018..171286"	"+"	422	6324076	"TEX1"	"YNL253W"	"-"	"-"	"Tex1p"	14	2
"171441..172286"	"-"	281	6324077	"MRPL17"	"YNL252C"	"-"	"-"	"mitochondrial 54S ribosomal protein YmL17/YmL30"	14	2
"172588..174315"	"-"	575	6324078	"NRD1"	"YNL251C"	"-"	"-"	"Nrd1p"	14	2
"175410..179348"	"+"	1312	6324079	"RAD50"	"YNL250W"	"-"	"-"	"Rad50p"	14	2
"179394..181022"	"-"	542	6324080	"MPA43"	"YNL249C"	"-"	"-"	"Mpa43p"	14	2
"181361..182608"	"-"	415	6324081	"RPA49"	"YNL248C"	"-"	"-"	"Rpa49p"	14	2
"182875..185178"	"+"	767	6324082	"-"	"YNL247W"	"-"	"-"	"cysteine--tRNA ligase"	14	2
"185460..186349"	"+"	264	6324083	"VPS75"	"YNL246W"	"-"	"-"	"Vps75p"	14	2
"186346..186885"	"-"	179	6324084	"CWC25"	"YNL245C"	"-"	"-"	"Cwc25p"	14	2
"187170..187496"	"-"	108	6324085	"SUI1"	"YNL244C"	"-"	"-"	"Sui1p"	14	2
"188051..190957"	"+"	968	330443694	"SLA2"	"YNL243W"	"-"	"-"	"Sla2p"	14	2
"191324..196102"	"+"	1592	6324087	"ATG2"	"YNL242W"	"-"	"-"	"Atg2p"	14	2
"196426..197943"	"-"	505	6324088	"ZWF1"	"YNL241C"	"-"	"-"	"glucose-6-phosphate dehydrogenase"	14	2
"198502..199977"	"-"	491	6324089	"NAR1"	"YNL240C"	"-"	"-"	"Nar1p"	14	2
"200569..201933"	"+"	454	27808714	"LAP3"	"YNL239W"	"-"	"-"	"Lap3p"	14	2
"202428..204872"	"+"	814	6324091	"KEX2"	"YNL238W"	"-"	"-"	"Kex2p"	14	2
"205188..206567"	"+"	459	6324092	"YTP1"	"YNL237W"	"-"	"-"	"Ytp1p"	14	2
"206930..209854"	"+"	974	6324093	"SIN4"	"YNL236W"	"-"	"-"	"Sin4p"	14	2
"210233..211513"	"+"	426	6324095	"-"	"YNL234W"	"-"	"-"	"hypothetical protein"	14	2
"211922..214600"	"+"	892	6324096	"BNI4"	"YNL233W"	"-"	"-"	"Bni4p"	14	2
"214923..215801"	"+"	292	6324097	"CSL4"	"YNL232W"	"-"	"-"	"Csl4p"	14	2
"215987..217042"	"-"	351	6324098	"PDR16"	"YNL231C"	"-"	"-"	"Pdr16p"	14	2
"217523..218662"	"-"	379	6324099	"ELA1"	"YNL230C"	"-"	"-"	"elongin A"	14	2
"219137..220201"	"-"	354	6324100	"URE2"	"YNL229C"	"-"	"-"	"Ure2p"	14	2
"220659..222431"	"-"	590	6324103	"JJJ1"	"YNL227C"	"-"	"-"	"Jjj1p"	14	2
"222724..224469"	"-"	581	6324104	"CNM67"	"YNL225C"	"-"	"-"	"Cnm67p"	14	2
"224796..227099"	"-"	767	6324105	"SQS1"	"YNL224C"	"-"	"-"	"Sqs1p"	14	2
"227370..228854"	"+"	494	37362688	"ATG4"	"YNL223W"	"-"	"-"	"Atg4p"	14	2
"229094..229714"	"+"	206	6324107	"SSU72"	"YNL222W"	"-"	"-"	"Ssu72p"	14	2
"231068..233695"	"-"	875	6324108	"POP1"	"YNL221C"	"-"	"-"	"Pop1p"	14	2
"234413..235714"	"+"	433	6324109	"ADE12"	"YNL220W"	"-"	"-"	"adenylosuccinate synthase"	14	2
"235996..237663"	"-"	555	6324110	"ALG9"	"YNL219C"	"-"	"-"	"dolichyl-P-Man:Man(6)GlcNAc(2)-PP-dolichol alpha-1,2-mannosyltransferase"	14	2
"238238..240001"	"+"	587	6324111	"MGS1"	"YNL218W"	"-"	"-"	"ssDNA-dependent ATPase MGS1"	14	2
"240331..241311"	"+"	326	6324112	"-"	"YNL217W"	"-"	"-"	"putative serine/threonine-protein phosphatase"	14	2
"241689..244172"	"+"	827	6324113	"RAP1"	"YNL216W"	"-"	"-"	"Rap1p"	14	2
"244468..245430"	"+"	320	6324114	"IES2"	"YNL215W"	"-"	"-"	"Ies2p"	14	2
"245617..246216"	"+"	199	6324115	"PEX17"	"YNL214W"	"-"	"-"	"Pex17p"	14	2
"246460..247104"	"-"	214	6324116	"RRG9"	"YNL213C"	"-"	"-"	"Rrg9p"	14	2
"247461..249809"	"+"	782	6324117	"VID27"	"YNL212W"	"-"	"-"	"Vid27p"	14	2
"250055..250315"	"-"	86	6324118	"-"	"YNL211C"	"-"	"-"	"hypothetical protein"	14	2
"250931..251743"	"+"	270	6324119	"MER1"	"YNL210W"	"-"	"-"	"Mer1p"	14	2
"252059..253900"	"+"	613	6324120	"SSB2"	"YNL209W"	"-"	"-"	"Hsp70 family ATPase SSB2"	14	2
"254418..255017"	"+"	199	42742305	"-"	"YNL208W"	"-"	"-"	"hypothetical protein"	14	2
"255353..256630"	"+"	425	6324122	"RIO2"	"YNL207W"	"-"	"-"	"Rio2p"	14	2
"256788..258155"	"-"	455	6324123	"RTT106"	"YNL206C"	"-"	"-"	"Rtt106p"	14	2
"258375..259277"	"-"	300	6324125	"SPS18"	"YNL204C"	"-"	"-"	"Sps18p"	14	2
"259578..260456"	"+"	292	99030931	"SPS19"	"YNL202W"	"-"	"-"	"Sps19p"	14	2
"260627..263203"	"-"	858	6324128	"PSY2"	"YNL201C"	"-"	"-"	"Psy2p"	14	2
"263713..264453"	"-"	246	6324129	"-"	"YNL200C"	"-"	"-"	"NADHX epimerase"	14	2
"264926..266530"	"-"	534	6324130	"GCR2"	"YNL199C"	"-"	"-"	"Gcr2p"	14	2
"267608..269593"	"-"	661	6324132	"WHI3"	"YNL197C"	"-"	"-"	"Whi3p"	14	2
"270275..271171"	"-"	298	6324133	"SLZ1"	"YNL196C"	"-"	"-"	"Slz1p"	14	2
"271523..272308"	"-"	261	42742306	"-"	"YNL195C"	"-"	"-"	"hypothetical protein"	14	2
"272710..273615"	"-"	301	6324135	"-"	"YNL194C"	"-"	"-"	"hypothetical protein"	14	2
"274368..276044"	"+"	558	330443696	"-"	"YNL193W"	"-"	"-"	"hypothetical protein"	14	2
"276502..279897"	"+"	1131	330443698	"CHS1"	"YNL192W"	"-"	"-"	"chitin synthase CHS1"	14	2
"1031489..1034182"	"-"	897	398366409	"GPB1"	"YOR371C"	"-"	"-"	"Gpb1p"	15	2
"1034807..1036471"	"-"	554	6324948	"NDD1"	"YOR372C"	"-"	"-"	"Ndd1p"	15	2
"1036834..1039389"	"+"	851	398366419	"NUD1"	"YOR373W"	"-"	"-"	"Nud1p"	15	2
"1039840..1041399"	"+"	519	6324950	"ALD4"	"YOR374W"	"-"	"-"	"aldehyde dehydrogenase (NADP(+)) ALD4"	15	2
"1041678..1043042"	"-"	454	398366421	"GDH1"	"YOR375C"	"-"	"-"	"glutamate dehydrogenase (NADP(+)) GDH1"	15	2
"1045196..1045351"	"+"	51	33438888	"-"	"YOR376W-A"	"-"	"-"	"hypothetical protein"	15	2
"1046226..1047803"	"+"	525	398366429	"ATF1"	"YOR377W"	"-"	"-"	"Atf1p"	15	2
